Title,Summary,Published,Link,Authors
"Confidence v.s. Critique: A Decomposition of Self-Correction Capability
  for LLMs","Large Language Models (LLMs) can correct their self-generated responses, but
a decline in accuracy after self-correction is also witnessed. To have a deeper
understanding of self-correction, we endeavor to decompose, evaluate, and
analyze the self-correction behaviors of LLMs. By enumerating and analyzing
answer correctness before and after self-correction, we decompose the
self-correction capability into confidence (being confident to correct answers)
and critique (turning wrong answers to correct) capabilities, and propose two
metrics from a probabilistic perspective to measure these 2 capabilities, along
with another metric for overall self-correction capability evaluation. Based on
our decomposition and evaluation metrics, we conduct extensive experiments and
draw some empirical conclusions. For example, we find different models can
exhibit distinct behaviors: some models are confident while others are more
critical. We also find the trade-off between the two capabilities (i.e.
improving one can lead to a decline in the other) when manipulating model
self-correction behavior by prompts or in-context learning. Further, we find a
simple yet efficient strategy to improve self-correction capability by
transforming Supervision Fine-Tuning (SFT) data format, and our strategy
outperforms vanilla SFT in both capabilities and achieves much higher accuracy
after self-correction. Our code will be publicly available on GitHub.",2024-12-27T08:09:11Z,http://arxiv.org/abs/2412.19513v1,"Zhe Yang, Yichang Zhang, Yudong Wang, Ziyao Xu, Junyang Lin, Zhifang Sui"
"Uncertainty quantification for improving radiomic-based models in
  radiation pneumonitis prediction","Background and Objective: Radiation pneumonitis (RP) is a side effect of
thoracic radiation therapy. Recently, Machine learning (ML) models enhanced
with radiomic and dosiomic features provide better predictions by incorporating
spatial information beyond DVHs. However, to improve the clinical decision
process, we propose to use uncertainty quantification (UQ) to improve the
confidence in model prediction. This study evaluates the impact of post hoc UQ
methods on the discriminative performance and calibration of ML models for RP
prediction. Methods: This study evaluated four ML models: logistic regression
(LR), support vector machines (SVM), extreme gradient boosting (XGB), and
random forest (RF), using radiomic, dosiomic, and dosimetric features to
predict RP. We applied UQ methods, including Patt scaling, isotonic regression,
Venn-ABERS predictor, and Conformal Prediction, to quantify uncertainty. Model
performance was assessed through Area Under the Receiver Operating
Characteristic curve (AUROC), Area Under the Precision-Recall Curve (AUPRC),
and Adaptive Calibration Error (ACE) using Leave-One-Out Cross-Validation
(LOO-CV). Results: UQ methods enhanced predictive performance, particularly for
high-certainty predictions, while also improving calibration. Radiomic and
dosiomic features increased model accuracy but introduced calibration
challenges, especially for non-linear models like XGB and RF. Performance gains
from UQ methods were most noticeable at higher certainty thresholds.
Conclusion: Integrating UQ into ML models with radiomic and dosiomic features
improves both predictive accuracy and calibration, supporting more reliable
clinical decision-making. The findings emphasize the value of UQ methods in
enhancing applicability of predictive models for RP in healthcare settings.",2024-12-27T08:01:42Z,http://arxiv.org/abs/2412.19511v1,"Chanon Puttanawarut, Romen Samuel Wabina, Nat Sirirutbunkajorn"
"Parameter Efficient Fine-Tuning for Deep Learning-Based Full-Waveform
  Inversion","Seismic full waveform inversion (FWI) has seen promising advancements through
deep learning. Existing approaches typically focus on task-specific models
trained and evaluated in isolation that lead to limited generalization across
different geological scenarios. In this work we introduce a task-agnostic
foundational model for FWI that captures general features across tasks. We
first demonstrate that full fine-tuning of this foundational model outperforms
task-specific models built from scratch by delivering superior performance
across multiple benchmarks. Building upon this we employ parameter-efficient
fine-tuning (PEFT) to further reduce computational overhead. By fine-tuning
only a small fraction of the model parameters PEFT achieves comparable results
to full fine-tuning while significantly lowering memory and computational
requirements. Additionally, PEFT excels in out-of-distribution tasks where it
outperforms both full fine-tuning and task-specific models. These findings
establish the value of foundational modeling for FWI and highlight PEFT as an
effective strategy for efficient and scalable adaptation across diverse tasks.",2024-12-27T08:00:12Z,http://arxiv.org/abs/2412.19510v1,"Koustav Ghosal, Abhranta Panigrahi, Arnav Chavan, ArunSingh, Deepak Gupta"
Hybrid Local Causal Discovery,"Local causal discovery aims to learn and distinguish the direct causes and
effects of a target variable from observed data. Existing constraint-based
local causal discovery methods use AND or OR rules in constructing the local
causal skeleton, but using either rule alone is prone to produce cascading
errors in the learned local causal skeleton, and thus impacting the inference
of local causal relationships. On the other hand, directly applying score-based
global causal discovery methods to local causal discovery may randomly return
incorrect results due to the existence of local equivalence classes. To address
the above issues, we propose a Hybrid Local Causal Discovery algorithm, called
HLCD. Specifically, HLCD initially utilizes a constraint-based approach
combined with the OR rule to obtain a candidate skeleton and then employs a
score-based method to eliminate redundant portions in the candidate skeleton.
Furthermore, during the local causal orientation phase, HLCD distinguishes
between V-structures and equivalence classes by comparing the local structure
scores between the two, thereby avoiding orientation interference caused by
local equivalence classes. We conducted extensive experiments with seven
state-of-the-art competitors on 14 benchmark Bayesian network datasets, and the
experimental results demonstrate that HLCD significantly outperforms existing
local causal discovery algorithms.",2024-12-27T07:53:59Z,http://arxiv.org/abs/2412.19507v1,"Zhaolong Ling, Honghui Peng, Yiwen Zhang, Peng Zhou, Xingyu Wu, Kui Yu, Xindong Wu"
"DrivingWorld: ConstructingWorld Model for Autonomous Driving via Video
  GPT","Recent successes in autoregressive (AR) generation models, such as the GPT
series in natural language processing, have motivated efforts to replicate this
success in visual tasks. Some works attempt to extend this approach to
autonomous driving by building video-based world models capable of generating
realistic future video sequences and predicting ego states. However, prior
works tend to produce unsatisfactory results, as the classic GPT framework is
designed to handle 1D contextual information, such as text, and lacks the
inherent ability to model the spatial and temporal dynamics essential for video
generation. In this paper, we present DrivingWorld, a GPT-style world model for
autonomous driving, featuring several spatial-temporal fusion mechanisms. This
design enables effective modeling of both spatial and temporal dynamics,
facilitating high-fidelity, long-duration video generation. Specifically, we
propose a next-state prediction strategy to model temporal coherence between
consecutive frames and apply a next-token prediction strategy to capture
spatial information within each frame. To further enhance generalization
ability, we propose a novel masking strategy and reweighting strategy for token
prediction to mitigate long-term drifting issues and enable precise control.
Our work demonstrates the ability to produce high-fidelity and consistent video
clips of over 40 seconds in duration, which is over 2 times longer than
state-of-the-art driving world models. Experiments show that, in contrast to
prior works, our method achieves superior visual quality and significantly more
accurate controllable future video generation. Our code is available at
https://github.com/YvanYin/DrivingWorld.",2024-12-27T07:44:07Z,http://arxiv.org/abs/2412.19505v1,"Xiaotao Hu, Wei Yin, Mingkai Jia, Junyuan Deng, Xiaoyang Guo, Qian Zhang, Xiaoxiao Long, Ping Tan"
Hear the Scene: Audio-Enhanced Text Spotting,"Recent advancements in scene text spotting have focused on end-to-end
methodologies that heavily rely on precise location annotations, which are
often costly and labor-intensive to procure. In this study, we introduce an
innovative approach that leverages only transcription annotations for training
text spotting models, substantially reducing the dependency on elaborate
annotation processes. Our methodology employs a query-based paradigm that
facilitates the learning of implicit location features through the interaction
between text queries and image embeddings. These features are later refined
during the text recognition phase using an attention activation map. Addressing
the challenges associated with training a weakly-supervised model from scratch,
we implement a circular curriculum learning strategy to enhance model
convergence. Additionally, we introduce a coarse-to-fine cross-attention
localization mechanism for more accurate text instance localization. Notably,
our framework supports audio-based annotation, which significantly diminishes
annotation time and provides an inclusive alternative for individuals with
disabilities. Our approach achieves competitive performance against existing
benchmarks, demonstrating that high accuracy in text spotting can be attained
without extensive location annotations.",2024-12-27T07:44:05Z,http://arxiv.org/abs/2412.19504v1,"Jing Li, Bo Wang"
"RobotDiffuse: Motion Planning for Redundant Manipulator based on
  Diffusion Model","Redundant manipulators, with their higher Degrees of Freedom (DOFs), offer
enhanced kinematic performance and versatility, making them suitable for
applications like manufacturing, surgical robotics, and human-robot
collaboration. However, motion planning for these manipulators is challenging
due to increased DOFs and complex, dynamic environments. While traditional
motion planning algorithms struggle with high-dimensional spaces, deep
learning-based methods often face instability and inefficiency in complex
tasks. This paper introduces RobotDiffuse, a diffusion model-based approach for
motion planning in redundant manipulators. By integrating physical constraints
with a point cloud encoder and replacing the U-Net structure with an
encoder-only transformer, RobotDiffuse improves the model's ability to capture
temporal dependencies and generate smoother, more coherent motion plans. We
validate the approach using a complex simulator, and release a new dataset with
35M robot poses and 0.14M obstacle avoidance scenarios. Experimental results
demonstrate the effectiveness of RobotDiffuse and the promise of diffusion
models for motion planning tasks. The code can be accessed at
https://github.com/ACRoboT-buaa/RobotDiffuse.",2024-12-27T07:34:54Z,http://arxiv.org/abs/2412.19500v1,"Xiaohan Zhang, Xudong Mou, Rui Wang, Tianyu Wo, Ningbo Gu, Tiejun Wang, Cangbai Xu, Xudong Liu"
Casevo: A Cognitive Agents and Social Evolution Simulator,"In this paper, we introduce a multi-agent simulation framework Casevo
(Cognitive Agents and Social Evolution Simulator), that integrates large
language models (LLMs) to simulate complex social phenomena and decision-making
processes. Casevo is designed as a discrete-event simulator driven by agents
with features such as Chain of Thoughts (CoT), Retrieval-Augmented Generation
(RAG), and Customizable Memory Mechanism. Casevo enables dynamic social
modeling, which can support various scenarios such as social network analysis,
public opinion dynamics, and behavior prediction in complex social systems. To
demonstrate the effectiveness of Casevo, we utilize one of the U.S. 2020
midterm election TV debates as a simulation example. Our results show that
Casevo facilitates more realistic and flexible agent interactions, improving
the quality of dynamic social phenomena simulation. This work contributes to
the field by providing a robust system for studying large-scale, high-fidelity
social behaviors with advanced LLM-driven agents, expanding the capabilities of
traditional agent-based modeling (ABM). The open-source code repository address
of casevo is https://github.com/rgCASS/casevo.",2024-12-27T07:33:49Z,http://arxiv.org/abs/2412.19498v1,"Zexun Jiang, Yafang Shi, Maoxu Li, Hongjiang Xiao, Yunxiao Qin, Qinglan Wei, Ye Wang, Yuan Zhang"
"Disparate Model Performance and Stability in Machine Learning Clinical
  Support for Diabetes and Heart Diseases","Machine Learning (ML) algorithms are vital for supporting clinical
decision-making in biomedical informatics. However, their predictive
performance can vary across demographic groups, often due to the
underrepresentation of historically marginalized populations in training
datasets. The investigation reveals widespread sex- and age-related inequities
in chronic disease datasets and their derived ML models. Thus, a novel
analytical framework is introduced, combining systematic arbitrariness with
traditional metrics like accuracy and data complexity. The analysis of data
from over 25,000 individuals with chronic diseases revealed mild sex-related
disparities, favoring predictive accuracy for males, and significant
age-related differences, with better accuracy for younger patients. Notably,
older patients showed inconsistent predictive accuracy across seven datasets,
linked to higher data complexity and lower model performance. This highlights
that representativeness in training data alone does not guarantee equitable
outcomes, and model arbitrariness must be addressed before deploying models in
clinical settings.",2024-12-27T07:31:14Z,http://arxiv.org/abs/2412.19495v1,"Ioannis Bilionis, Ricardo C. Berrios, Luis Fernandez-Luque, Carlos Castillo"
Towards Open-Vocabulary Remote Sensing Image Semantic Segmentation,"Recently, deep learning based methods have revolutionized remote sensing
image segmentation. However, these methods usually rely on a pre-defined
semantic class set, thus needing additional image annotation and model training
when adapting to new classes. More importantly, they are unable to segment
arbitrary semantic classes. In this work, we introduce Open-Vocabulary Remote
Sensing Image Semantic Segmentation (OVRSISS), which aims to segment arbitrary
semantic classes in remote sensing images. To address the lack of OVRSISS
datasets, we develop LandDiscover50K, a comprehensive dataset of 51,846 images
covering 40 diverse semantic classes. In addition, we propose a novel framework
named GSNet that integrates domain priors from special remote sensing models
and versatile capabilities of general vision-language models. Technically,
GSNet consists of a Dual-Stream Image Encoder (DSIE), a Query-Guided Feature
Fusion (QGFF), and a Residual Information Preservation Decoder (RIPD). DSIE
first captures comprehensive features from both special models and general
models in dual streams. Then, with the guidance of variable vocabularies, QGFF
integrates specialist and generalist features, enabling them to complement each
other. Finally, RIPD is proposed to aggregate multi-source features for more
accurate mask predictions. Experiments show that our method outperforms other
methods by a large margin, and our proposed LandDiscover50K improves the
performance of OVRSISS methods. The proposed dataset and method will be made
publicly available at https://github.com/yecy749/GSNet.",2024-12-27T07:20:30Z,http://arxiv.org/abs/2412.19492v1,"Chengyang Ye, Yunzhi Zhuge, Pingping Zhang"
"Multi-label Classification using Deep Multi-order Context-aware Kernel
  Networks","Multi-label classification is a challenging task in pattern recognition. Many
deep learning methods have been proposed and largely enhanced classification
performance. However, most of the existing sophisticated methods ignore context
in the models' learning process. Since context may provide additional cues to
the learned models, it may significantly boost classification performances. In
this work, we make full use of context information (namely geometrical
structure of images) in order to learn better context-aware similarities
(a.k.a. kernels) between images. We reformulate context-aware kernel design as
a feed-forward network that outputs explicit kernel mapping features. Our
obtained context-aware kernel network further leverages multiple orders of
patch neighbors within different distances, resulting into a more
discriminating Deep Multi-order Context-aware Kernel Network (DMCKN) for
multi-label classification. We evaluate the proposed method on the challenging
Corel5K and NUS-WIDE benchmarks, and empirical results show that our method
obtains competitive performances against the related state-of-the-art, and both
quantitative and qualitative performances corroborate its effectiveness and
superiority for multi-label image classification.",2024-12-27T07:16:11Z,http://arxiv.org/abs/2412.19491v1,"Mingyuan Jiu, Hailong Zhu, Hichem Sahbi"
UniBrain: A Unified Model for Cross-Subject Brain Decoding,"Brain decoding aims to reconstruct original stimuli from fMRI signals,
providing insights into interpreting mental content. Current approaches rely
heavily on subject-specific models due to the complex brain processing
mechanisms and the variations in fMRI signals across individuals. Therefore,
these methods greatly limit the generalization of models and fail to capture
cross-subject commonalities. To address this, we present UniBrain, a unified
brain decoding model that requires no subject-specific parameters. Our approach
includes a group-based extractor to handle variable fMRI signal lengths, a
mutual assistance embedder to capture cross-subject commonalities, and a
bilevel feature alignment scheme for extracting subject-invariant features. We
validate our UniBrain on the brain decoding benchmark, achieving comparable
performance to current state-of-the-art subject-specific models with extremely
fewer parameters. We also propose a generalization benchmark to encourage the
community to emphasize cross-subject commonalities for more general brain
decoding. Our code is available at https://github.com/xiaoyao3302/UniBrain.",2024-12-27T07:03:47Z,http://arxiv.org/abs/2412.19487v1,"Zicheng Wang, Zhen Zhao, Luping Zhou, Parashkev Nachev"
Learning Radiance Fields from a Single Snapshot Compressive Image,"In this paper, we explore the potential of Snapshot Compressive Imaging (SCI)
technique for recovering the underlying 3D scene structure from a single
temporal compressed image. SCI is a cost-effective method that enables the
recording of high-dimensional data, such as hyperspectral or temporal
information, into a single image using low-cost 2D imaging sensors. To achieve
this, a series of specially designed 2D masks are usually employed, reducing
storage and transmission requirements and offering potential privacy
protection. Inspired by this, we take one step further to recover the encoded
3D scene information leveraging powerful 3D scene representation capabilities
of neural radiance fields (NeRF). Specifically, we propose SCINeRF, in which we
formulate the physical imaging process of SCI as part of the training of NeRF,
allowing us to exploit its impressive performance in capturing complex scene
structures. In addition, we further integrate the popular 3D Gaussian Splatting
(3DGS) framework and propose SCISplat to improve 3D scene reconstruction
quality and training/rendering speed by explicitly optimizing point clouds into
3D Gaussian representations. To assess the effectiveness of our method, we
conduct extensive evaluations using both synthetic data and real data captured
by our SCI system. Experimental results demonstrate that our proposed approach
surpasses the state-of-the-art methods in terms of image reconstruction and
novel view synthesis. Moreover, our method also exhibits the ability to render
high frame-rate multi-view consistent images in real time by leveraging SCI and
the rendering capabilities of 3DGS. Codes will be available at:
https://github.com/WU- CVGL/SCISplat.",2024-12-27T06:40:44Z,http://arxiv.org/abs/2412.19483v1,"Yunhao Li, Xiang Liu, Xiaodong Wang, Xin Yuan, Peidong Liu"
"Pre-training, Fine-tuning and Re-ranking: A Three-Stage Framework for
  Legal Question Answering","Legal question answering (QA) has attracted increasing attention from people
seeking legal advice, which aims to retrieve the most applicable answers from a
large-scale database of question-answer pairs. Previous methods mainly use a
dual-encoder architecture to learn dense representations of both questions and
answers. However, these methods could suffer from lacking domain knowledge and
sufficient labeled training data. In this paper, we propose a three-stage
(\underline{p}re-training, \underline{f}ine-tuning and \underline{r}e-ranking)
framework for \underline{l}egal \underline{QA} (called PFR-LQA), which promotes
the fine-grained text representation learning and boosts the performance of
dense retrieval with the dual-encoder architecture. Concretely, we first
conduct domain-specific pre-training on legal questions and answers through a
self-supervised training objective, allowing the pre-trained model to be
adapted to the legal domain. Then, we perform task-specific fine-tuning of the
dual-encoder on legal question-answer pairs by using the supervised learning
objective, leading to a high-quality dual-encoder for the specific downstream
QA task. Finally, we employ a contextual re-ranking objective to further refine
the output representations of questions produced by the document encoder, which
uses contextual similarity to increase the discrepancy between the anchor and
hard negative samples for better question re-ranking. We conduct extensive
experiments on a manually annotated legal QA dataset. Experimental results show
that our PFR-LQA method achieves better performance than the strong competitors
for legal question answering.",2024-12-27T06:33:42Z,http://arxiv.org/abs/2412.19482v1,"Shiwen Ni, Hao Cheng, Min Yang"
Generative Adversarial Network on Motion-Blur Image Restoration,"In everyday life, photographs taken with a camera often suffer from motion
blur due to hand vibrations or sudden movements. This phenomenon can
significantly detract from the quality of the images captured, making it an
interesting challenge to develop a deep learning model that utilizes the
principles of adversarial networks to restore clarity to these blurred pixels.
In this project, we will focus on leveraging Generative Adversarial Networks
(GANs) to effectively deblur images affected by motion blur. A GAN-based
Tensorflow model is defined, training and evaluating by GoPro dataset which
comprises paired street view images featuring both clear and blurred versions.
This adversarial training process between Discriminator and Generator helps to
produce increasingly realistic images over time. Peak Signal-to-Noise Ratio
(PSNR) and Structural Similarity Index Measure (SSIM) are the two evaluation
metrics used to provide quantitative measures of image quality, allowing us to
evaluate the effectiveness of the deblurring process. Mean PSNR in 29.1644 and
mean SSIM in 0.7459 with average 4.6921 seconds deblurring time are achieved in
this project. The blurry pixels are sharper in the output of GAN model shows a
good image restoration effect in real world applications.",2024-12-27T06:12:50Z,http://arxiv.org/abs/2412.19479v1,Zhengdong Li
"An Overview of Machine Learning-Driven Resource Allocation in IoT
  Networks","In the wake of disruptive IoT technologies generating massive amounts of
diverse data, Machine Learning (ML) will play a crucial role in bringing
intelligence to Internet of Things (IoT) networks. This paper provides a
comprehensive analysis of the current state of resource allocation within IoT
networks, focusing specifically on two key categories: Low-Power IoT Networks
and Mobile IoT Networks. We delve into the resource allocation strategies that
are crucial for optimizing network performance and energy efficiency in these
environments. Furthermore, the paper explores the transformative role of
Machine Learning (ML), Deep Learning (DL), and Reinforcement Learning (RL) in
enhancing IoT functionalities. We highlight a range of applications and use
cases where these advanced technologies can significantly improve
decision-making and optimization processes. In addition to the opportunities
presented by ML, DL, and RL, we also address the potential challenges that
organizations may face when implementing these technologies in IoT settings.
These challenges include crucial accuracy, low flexibility and adaptability,
and high computational cost, etc. Finally, the paper identifies promising
avenues for future research, emphasizing the need for innovative solutions to
overcome existing hurdles and improve the integration of ML, DL, and RL into
IoT networks. By providing this holistic perspective, we aim to contribute to
the ongoing discourse on resource allocation strategies and the application of
intelligent technologies in the IoT landscape.",2024-12-27T06:11:28Z,http://arxiv.org/abs/2412.19478v1,Zhengdong Li
"Meta-Learning-Based Delayless Subband Adaptive Filter using Complex
  Self-Attention for Active Noise Control","Active noise control typically employs adaptive filtering to generate
secondary noise, where the least mean square algorithm is the most widely used.
However, traditional updating rules are linear and exhibit limited
effectiveness in addressing nonlinear environments and nonstationary noise. To
tackle this challenge, we reformulate the active noise control problem as a
meta-learning problem and propose a meta-learning-based delayless subband
adaptive filter with deep neural networks. The core idea is to utilize a neural
network as an adaptive algorithm that can adapt to different environments and
types of noise. The neural network will train under noisy observations,
implying that it recognizes the optimized updating rule without true labels. A
single-headed attention recurrent neural network is devised with learnable
feature embedding to update the adaptive filter weight efficiently, enabling
accurate computation of the secondary source to attenuate the unwanted primary
noise. In order to relax the time constraint on updating the adaptive filter
weights, the delayless subband architecture is employed, which will allow the
system to be updated less frequently as the downsampling factor increases. In
addition, the delayless subband architecture does not introduce additional time
delays in active noise control systems. A skip updating strategy is introduced
to decrease the updating frequency further so that machines with limited
resources have more possibility to board our meta-learning-based model.
Extensive multi-condition training ensures generalization and robustness
against various types of noise and environments. Simulation results demonstrate
that our meta-learning-based model achieves superior noise reduction
performance compared to traditional methods.",2024-12-27T05:51:40Z,http://arxiv.org/abs/2412.19471v1,"Pengxing Feng, Hing Cheung So"
"Optimizing Helmet Detection with Hybrid YOLO Pipelines: A Detailed
  Analysis","Helmet detection is crucial for advancing protection levels in public road
traffic dynamics. This problem statement translates to an object detection
task. Therefore, this paper compares recent You Only Look Once (YOLO) models in
the context of helmet detection in terms of reliability and computational load.
Specifically, YOLOv8, YOLOv9, and the newly released YOLOv11 have been used.
Besides, a modified architectural pipeline that remarkably improves the overall
performance has been proposed in this manuscript. This hybridized YOLO model
(h-YOLO) has been pitted against the independent models for analysis that
proves h-YOLO is preferable for helmet detection over plain YOLO models. The
models were tested using a range of standard object detection benchmarks such
as recall, precision, and mAP (Mean Average Precision). In addition, training
and testing times were recorded to provide the overall scope of the models in a
real-time detection scenario.",2024-12-27T05:26:12Z,http://arxiv.org/abs/2412.19467v1,"Vaikunth M, Dejey D, Vishaal C, Balamurali S"
"MNet-SAt: A Multiscale Network with Spatial-enhanced Attention for
  Segmentation of Polyps in Colonoscopy","Objective: To develop a novel deep learning framework for the automated
segmentation of colonic polyps in colonoscopy images, overcoming the
limitations of current approaches in preserving precise polyp boundaries,
incorporating multi-scale features, and modeling spatial dependencies that
accurately reflect the intricate and diverse morphology of polyps. Methods: To
address these limitations, we propose a novel Multiscale Network with
Spatial-enhanced Attention (MNet-SAt) for polyp segmentation in colonoscopy
images. This framework incorporates four key modules: Edge-Guided Feature
Enrichment (EGFE) preserves edge information for improved boundary quality;
Multi-Scale Feature Aggregator (MSFA) extracts and aggregates multi-scale
features across channel spatial dimensions, focusing on salient regions;
Spatial-Enhanced Attention (SEAt) captures spatial-aware global dependencies
within the multi-scale aggregated features, emphasizing the region of interest;
and Channel-Enhanced Atrous Spatial Pyramid Pooling (CE-ASPP) resamples and
recalibrates attentive features across scales. Results: We evaluated MNet-SAt
on the Kvasir-SEG and CVC-ClinicDB datasets, achieving Dice Similarity
Coefficients of 96.61% and 98.60%, respectively. Conclusion: Both quantitative
(DSC) and qualitative assessments highlight MNet-SAt's superior performance and
generalization capabilities compared to existing methods. Significance:
MNet-SAt's high accuracy in polyp segmentation holds promise for improving
clinical workflows in early polyp detection and more effective treatment,
contributing to reduced colorectal cancer mortality rates.",2024-12-27T05:17:29Z,http://arxiv.org/abs/2412.19464v1,"Chandravardhan Singh Raghaw, Aryan Yadav, Jasmer Singh Sanjotra, Shalini Dangi, Nagendra Kumar"
Pulse-induced memory-like effect in cyclotron motion?,"We study how a charged particle moving in a uniform magnetic field along its
standard circular path (cyclotron motion) reacts to a short-duration,
homogeneous, uniform electric field pulse injected in the plane perpendicular
to the magnetic field. A `permanent' change in the radius of the initial circle
and a shift of its centre is noted at later times, after the pulse is switched
off. The magnitude of the velocity undergoes a change too, akin to a `velocity
kick'. In summary, our results suggest a pulse-induced `electromagnetic
memory-like effect', which is not quite a `wave memory', but, nevertheless, has
similar features within a simple, non-relativistic context.",2024-12-27T05:13:53Z,http://arxiv.org/abs/2412.19460v1,Sayan Kar
A Prototype Unit for Image De-raining using Time-Lapse Data,"We address the challenge of single-image de-raining, a task that involves
recovering rain-free background information from a single rain image. While
recent advancements have utilized real-world time-lapse data for training,
enabling the estimation of consistent backgrounds and realistic rain streaks,
these methods often suffer from computational and memory consumption, limiting
their applicability in real-world scenarios. In this paper, we introduce a
novel solution: the Rain Streak Prototype Unit (RsPU). The RsPU efficiently
encodes rain streak-relevant features as real-time prototypes derived from
time-lapse data, eliminating the need for excessive memory resources. Our
de-raining network combines encoder-decoder networks with the RsPU, allowing us
to learn and encapsulate diverse rain streak-relevant features as concise
prototypes, employing an attention-based approach. To ensure the effectiveness
of our approach, we propose a feature prototype loss encompassing cohesion and
divergence components. This loss function captures both the compactness and
diversity aspects of the prototypical rain streak features within the RsPU. Our
method evaluates various de-raining benchmarks, accompanied by comprehensive
ablation studies. We show that it can achieve competitive results in various
rain images compared to state-of-the-art methods.",2024-12-27T05:04:56Z,http://arxiv.org/abs/2412.19459v1,"Jaehoon Cho, Minjung Yoo, Jini Yang, Sunok Kim"
Focusing Image Generation to Mitigate Spurious Correlations,"Instance features in images exhibit spurious correlations with background
features, affecting the training process of deep neural classifiers. This leads
to insufficient attention to instance features by the classifier, resulting in
erroneous classification outcomes. In this paper, we propose a data
augmentation method called Spurious Correlations Guided Synthesis (SCGS) that
mitigates spurious correlations through image generation model. This approach
does not require expensive spurious attribute (group) labels for the training
data and can be widely applied to other debiasing methods. Specifically, SCGS
first identifies the incorrect attention regions of a pre-trained classifier on
the training images, and then uses an image generation model to generate new
training data based on these incorrect attended regions. SCGS increases the
diversity and scale of the dataset to reduce the impact of spurious
correlations on classifiers. Changes in the classifier's attention regions and
experimental results on three different domain datasets demonstrate that this
method is effective in reducing the classifier's reliance on spurious
correlations.",2024-12-27T04:48:56Z,http://arxiv.org/abs/2412.19457v1,"Xuewei Li, Zhenzhen Nie, Mei Yu, Zijian Zhang, Jie Gao, Tianyi Xu, Zhiqiang Liu"
"NijiGAN: Transform What You See into Anime with Contrastive
  Semi-Supervised Learning and Neural Ordinary Differential Equations","Generative AI has transformed the animation industry. Several models have
been developed for image-to-image translation, particularly focusing on
converting real-world images into anime through unpaired translation.
Scenimefy, a notable approach utilizing contrastive learning, achieves high
fidelity anime scene translation by addressing limited paired data through
semi-supervised training. However, it faces limitations due to its reliance on
paired data from a fine-tuned StyleGAN in the anime domain, often producing
low-quality datasets. Additionally, Scenimefy's high parameter architecture
presents opportunities for computational optimization. This research introduces
NijiGAN, a novel model incorporating Neural Ordinary Differential Equations
(NeuralODEs), which offer unique advantages in continuous transformation
modeling compared to traditional residual networks. NijiGAN successfully
transforms real-world scenes into high fidelity anime visuals using half of
Scenimefy's parameters. It employs pseudo-paired data generated through
Scenimefy for supervised training, eliminating dependence on low-quality paired
data and improving the training process. Our comprehensive evaluation includes
ablation studies, qualitative, and quantitative analysis comparing NijiGAN to
similar models. The testing results demonstrate that NijiGAN produces
higher-quality images compared to AnimeGAN, as evidenced by a Mean Opinion
Score (MOS) of 2.192, it surpasses AnimeGAN's MOS of 2.160. Furthermore, our
model achieved a Frechet Inception Distance (FID) score of 58.71, outperforming
Scenimefy's FID score of 60.32. These results demonstrate that NijiGAN achieves
competitive performance against existing state-of-the-arts, especially
Scenimefy as the baseline model.",2024-12-27T04:46:44Z,http://arxiv.org/abs/2412.19455v1,"Kevin Putra Santoso, Anny Yuniarti, Dwiyasa Nakula, Dimas Prihady Setyawan, Adam Haidar Azizi, Jeany Aurellia P. Dewati, Farah Dhia Fadhila, Maria T. Elvara Bumbungan"
"Feature Alignment-Based Knowledge Distillation for Efficient Compression
  of Large Language Models","This study proposes a knowledge distillation algorithm based on large
language models and feature alignment, aiming to effectively transfer the
knowledge of large pre-trained models into lightweight student models, thereby
reducing computational costs while maintaining high model performance.
Different from the traditional soft label distillation method, this method
introduces a multi-layer feature alignment strategy to deeply align the
intermediate features and attention mechanisms of the teacher model and the
student model, maximally retaining the semantic expression ability and context
modeling ability of the teacher model. In terms of method design, a multi-task
loss function is constructed, including feature matching loss, attention
alignment loss, and output distribution matching loss, to ensure multi-level
information transfer through joint optimization. The experiments were
comprehensively evaluated on the GLUE data set and various natural language
processing tasks. The results show that the proposed model performs very close
to the state-of-the-art GPT-4 model in terms of evaluation indicators such as
perplexity, BLEU, ROUGE, and CER. At the same time, it far exceeds baseline
models such as DeBERTa, XLNet, and GPT-3, showing significant performance
improvements and computing efficiency advantages. Research results show that
the feature alignment distillation strategy is an effective model compression
method that can significantly reduce computational overhead and storage
requirements while maintaining model capabilities. Future research can be
further expanded in the directions of self-supervised learning, cross-modal
feature alignment, and multi-task transfer learning to provide more flexible
and efficient solutions for the deployment and optimization of deep learning
models.",2024-12-27T04:37:06Z,http://arxiv.org/abs/2412.19449v1,"Shuo Wang, Chihang Wang, Jia Gao, Zhen Qi, Hongye Zheng, Xiaoxuan Liao"
