Title,Summary,Published,Link,Authors
"Schwinger pair production in spacetime fields: Moiré patterns,
  Aharonov-Bohm phases and Sturm-Liouville eigenvalues","We use a worldline-instanton formalism to study the momentum spectrum of
Schwinger pair production in spacetime fields with multiple stationary points.
We show that the interference structure changes fundamentally when going from
purely time-dependent to space-time-dependent fields. For example, it was known
that two time-dependent pulses give interference if they are anti-parallel,
i.e. $E_z(t)-E_z(t-\Delta t)$, but here we show that two spacetime pulses will
typically give interference if they instead are parallel, i.e.
$E_z(t,z)+E_z(t-\Delta t,z-\Delta z)$. We take into account the fact that the
momenta of the electron, $p_z$, and of the positron, $p'_z$, are independent
for $E_z(t,z)$ (it would be $p_z+p'_z=0$ for $E(t)$), and find a type of fields
which give moir\'e patterns in the $p_z-p'_z$ plane. Depending on the
separation of two pulses, we also find an Aharonov-Bohm phase. We also study
complex momentum saddle points in order to obtain the integrated probability
from the spectrum. Finally, we calculate an asymptotic expansion for the
eigenvalues of the Sturm-Liouville equation that corresponds to the
saddle-point approximation of the worldline path integral, use that expansion
to compute the product of eigenvalues, and compare with the result obtained
with the Gelfand-Yaglom method.",2024-12-27T16:03:02Z,http://arxiv.org/abs/2412.19709v1,"Gianluca Degli Esposti, Greger Torgrimsson"
"All Finite (Anti)Hermitian Irreducible Representations of the de Sitter
  and Anti-de Sitter Lie Algebras and Their Lorentz Structure","Because of the importance of unitarity in quantum physics, work on the
representations of the de Sitter group has focussed on the unitary case, which
necessarily means infinite dimensional matrices for this non-compact group.
Here we address the finite dimensional representations resulting from the
requirement that the Lie algebra generators are either Hermitian or
anti-Hermitian. The complete classification of all such irreducible
representations is found and their matrix elements specified. These irreducible
representations (irreps) are based on backbones defined as the homogeneous
Lorentz sub-algebra and consisting of direct sums of the finite irreps of the
homogeneous Lorentz algebra (HLA). Only two types of such backbones arise (see
5.1a,b herein). Consequently, only certain dimensions of representation are
possible, namely 4, 5, 10, 14, 20, 30, 35, 55, 56, 91, etc or generally either
1/6 N(N+1)(N+2) or 1/6 N(N+1)(2N+1) where N=2,3,4,etc is the number of HLA
irreps in the backbone (minimum 2). The two Casimir invariants can be specified
in terms of a single integral or half-integral parameter, p. For irreps based
on (5.1a), -C1=p(p+1)-2 and C2=0 with p taking values 2,3,4,etc. For irreps
based on (5.1b), -C1=2(p^2-1) and -C2= p^2 (p^2-1) with p taking values
3/2,2,5/2,3,etc. These correspond to the same expressions found for the unitary
representations, -C1=p(p+1)+(q+1)(q-2) and -C2=p(p+1)q(q-1) with q=0 and q=p
respectively for the two types of irrep. There is thus a far more restricted
set of finite irreps with Hermitian or anti-Hermitian generators than for the
discrete infinite dimensional unitary irreps. The corresponding irreps of the
anti-de Sitter group follow immediately from the replacement of the 4-momentum
operators from V to iV.",2024-12-27T16:02:41Z,http://arxiv.org/abs/2412.19708v1,Richard A. W. Bradford
Toward Adaptive Reasoning in Large Language Models with Thought Rollback,"Large language models (LLMs) have been routinely used to solve various tasks
using step-by-step reasoning. However, the structure of intermediate reasoning
steps, or thoughts, is rigid and unidirectional, such as chains, trees, or
acyclic-directed graphs. Consequently, the resulting inflexible and
forward-only reasoning may not address challenging tasks and fail when the LLM
frequently gives false responses, i.e., ``hallucinations''. This paper proposes
a new reasoning framework, called Thought Rollback (TR), allowing LLMs to
adaptively build thought structure while maintaining effective reasoning toward
problem-solving under ``hallucinations''. The core mechanism of TR is rolling
back thoughts, which allows LLMs to perform error analysis on thoughts, and
thus roll back to any previously mistaken thought for revision. Subsequently,
by including such trial-and-error in the prompt to guide the LLM, each rollback
leads to one more reliable reasoning path. Therefore, starting with a simple
prompt without human annotations, LLM with TR adaptively and gradually explores
thoughts for a correct solution. Comprehensive experiments on mathematical
problems and multi-task reasoning demonstrate the state-of-the-art performance
of TR in terms of problem-solving rate and interaction cost. For instance, the
solving rate of GPT-4 with TR outperforms the current best by $9\%$ on the MATH
dataset.",2024-12-27T16:02:34Z,http://arxiv.org/abs/2412.19707v1,"Sijia Chen, Baochun Li"
"Noise Sensitivity of the Semidefinite Programs for Direct Data-Driven
  LQR","In this paper, we study the noise sensitivity of the semidefinite program
(SDP) proposed for direct data-driven infinite-horizon linear quadratic
regulator (LQR) problem for discrete-time linear time-invariant systems. While
this SDP is shown to find the true LQR controller in the noise-free setting, we
show that it leads to a trivial solution with zero gain matrices when data is
corrupted by noise, even when the noise is arbitrarily small. We then study a
variant of the SDP that includes a robustness promoting regularization term and
prove that regularization does not fully eliminate the sensitivity issue. In
particular, the solution of the regularized SDP converges in probability also
to a trivial solution.",2024-12-27T15:59:42Z,http://arxiv.org/abs/2412.19705v1,"Xiong Zeng, Laurent Bako, Necmiye Ozay"
"Reparameterization Invariance of FRW Model: Supervariable and BRST
  Approaches","We perform the Becchi-Rouet-Stora-Tyutin (BRST) quantization of a (0 +
1)-dimensional non-interacting cosmological Friedmann-Robertson-Walker (FRW)
model. This quantization leverages the classical infinitesimal and continuous
reparameterization symmetry transformations of the system. To derive the
nilpotent reparameterization invariant (anti-)BRST symmetry transformations for
the scale factor and corresponding momentum variables of the FRW model, we
employ the modified Bonora-Tonin supervariable approach (MBTSA) to BRST
formalism. Through this approach, we also establish the (anti-)BRST invariant
Curci-Ferrari (CF)-type restriction for this cosmological reparameterization
invariant model. Further, we obtain the nilpotent (anti-)BRST symmetry
transformations for other variables within the model using the (anti-)chiral
supervariable approach (ACSA) to BRST formalism. Within the framework of ACSA,
the CF-type restriction is demonstrated through two key aspects: (i) the
invariance of the coupled Lagrangians under symmetry transformations, and (ii)
the absolute anticommutativity of the conserved (anti-)BRST charges. Notably,
applying the MBTSA to a physical cosmological system, specifically a
one-dimensional one, constitutes a novel contribution to this work.
Additionally, in the application of ACSA, we restrict our analysis to
(anti-)chiral super expansions of supervariables, leading to the unique
observation of the absolute anticommutativity of the (anti-)BRST charges.
Moreover, we highlight that the CF-type restriction demonstrates a universal
nature, remaining consistent across any reparameterization invariant models in
D-dimensional spacetime.",2024-12-27T15:58:29Z,http://arxiv.org/abs/2412.19704v1,"B. Chauhan, R. Tripathi"
"Numerical inverse scattering transform for the defocusing nonlinear
  Schrödinger equation with box-type initial conditions on a nonzero
  background","We present a method to solve numerically the Cauchy problem for the
defocusing nonlinear Schr\""{o}dinger (NLS) equation with a box-type initial
condition (IC) having a nontrivial background of amplitude $q_o&gt;0$ as $x\to \pm
\infty$ by implementing numerically the associated Inverse Scattering Transform
(IST). The Riemann--Hilbert problem associated to the inverse transform is
solved numerically by means of appropriate contour deformations in the complex
plane following the numerical implementation of the Deift-Zhou nonlinear
steepest descent method. In this work, the box parameters are chosen so that
there is no discrete spectrum (i.e., no solitons). In particular, the numerical
method is demonstrated to be accurate within the two asymptotic regimes
corresponding to two different regions of the $(x,t)$-plane depending on
whether $|x/(2t)| &lt; q_o$ or $|x/(2t)| &gt; q_o$, as $t \to \infty$.",2024-12-27T15:57:44Z,http://arxiv.org/abs/2412.19703v1,"Aikaterini Gkogkou, Barbara Prinari, Thomas Trogdon"
"Search for the double Dalitz decays $η/η' \to e^+e^-μ^+μ^-$
  and $η' \to μ^+μ^-μ^+μ^-$","Using a data sample of $(10087 \pm 44) \times {10^{6}}$ $J/{\psi}$ events
collected with the BESIII detector, we search for the decays $\eta/\eta'\to
e^+e^-\mu^+\mu^-$ and $\eta' \to \mu^+\mu^-\mu^+\mu^-$ via the radiative decays
$J/{\psi}\to\gamma\eta$/$\gamma\eta'$. No excess of events over expected
background is observed for any of the decays of interest. At 90% confidence
level, we report the first upper limits on the branching fractions of $\eta'
\to e^{+}e^{-}\mu^{+}\mu^{-}$ and $\eta' \to \mu^{+}\mu^{-}\mu^{+}\mu^{-}$ to
be $ 1.75 \times {10^{-6}}$ and $5.28 \times {10^{-7}}$, respectively. In
addition, we set an upper limit on the branching fraction of $\eta \to
e^{+}e^{-}\mu^{+}\mu^{-}$ to be $6.88 \times {10^{-6}}$, which improves the
previous result by about two orders of magnitude.",2024-12-27T15:55:02Z,http://arxiv.org/abs/2412.19702v1,"BESIII Collaboration, M. Ablikim, M. N. Achasov, P. Adlarson, O. Afedulidis, X. C. Ai, R. Aliberti, A. Amoroso, Y. Bai, O. Bakina, I. Balossino, Y. Ban, H. -R. Bao, V. Batozskaya, K. Begzsuren, N. Berger, M. Berlowski, M. Bertani, D. Bettoni, F. Bianchi, E. Bianco, A. Bortone, I. Boyko, R. A. Briere, A. Brueggemann, H. Cai, X. Cai, A. Calcaterra, G. F. Cao, N. Cao, S. A. Cetin, X. Y. Chai, J. F. Chang, G. R. Che, Y. Z. Che, G. Chelkov, C. Chen, C. H. Chen, Chao Chen, G. Chen, H. S. Chen, H. Y. Chen, M. L. Chen, S. J. Chen, S. L. Chen, S. M. Chen, T. Chen, X. R. Chen, X. T. Chen, Y. B. Chen, Y. Q. Chen, Z. J. Chen, Z. Y. Chen, S. K. Choi, G. Cibinetto, F. Cossio, J. J. Cui, H. L. Dai, J. P. Dai, A. Dbeyssi, R. E. de Boer, D. Dedovich, C. Q. Deng, Z. Y. Deng, A. Denig, I. Denysenko, M. Destefanis, F. De Mori, B. Ding, X. X. Ding, Y. Ding, Y. Ding, J. Dong, L. Y. Dong, M. Y. Dong, X. Dong, M. C. Du, S. X. Du, Y. Y. Duan, Z. H. Duan, P. Egorov, Y. H. Fan, J. Fang, J. Fang, S. S. Fang, W. X. Fang, Y. Fang, Y. Q. Fang, R. Farinelli, L. Fava, F. Feldbauer, G. Felici, C. Q. Feng, J. H. Feng, Y. T. Feng, M. Fritsch, C. D. Fu, J. L. Fu, Y. W. Fu, H. Gao, X. B. Gao, Y. N. Gao, Yang Gao, S. Garbolino, I. Garzia, L. Ge, P. T. Ge, Z. W. Ge, C. Geng, E. M. Gersabeck, A. Gilman, K. Goetzen, L. Gong, W. X. Gong, W. Gradl, S. Gramigna, M. Greco, M. H. Gu, Y. T. Gu, C. Y. Guan, A. Q. Guo, L. B. Guo, M. J. Guo, R. P. Guo, Y. P. Guo, A. Guskov, J. Gutierrez, K. L. Han, T. T. Han, F. Hanisch, X. Q. Hao, F. A. Harris, K. K. He, K. L. He, F. H. Heinsius, C. H. Heinz, Y. K. Heng, C. Herold, T. Holtmann, P. C. Hong, G. Y. Hou, X. T. Hou, Y. R. Hou, Z. L. Hou, B. Y. Hu, H. M. Hu, J. F. Hu, Q. P. Hu, S. L. Hu, T. Hu, Y. Hu, G. S. Huang, K. X. Huang, L. Q. Huang, X. T. Huang, Y. P. Huang, Y. S. Huang, T. Hussain, F. Hölzken, N. Hüsken, N. in der Wiesche, J. Jackson, S. Janchiv, J. H. Jeong, Q. Ji, Q. P. Ji, W. Ji, X. B. Ji, X. L. Ji, Y. Y. Ji, X. Q. Jia, Z. K. Jia, D. Jiang, H. B. Jiang, P. C. Jiang, S. S. Jiang, T. J. Jiang, X. S. Jiang, Y. Jiang, J. B. Jiao, J. K. Jiao, Z. Jiao, S. Jin, Y. Jin, M. Q. Jing, X. M. Jing, T. Johansson, S. Kabana, N. Kalantar-Nayestanaki, X. L. Kang, X. S. Kang, M. Kavatsyuk, B. C. Ke, V. Khachatryan, A. Khoukaz, R. Kiuchi, O. B. Kolcu, B. Kopf, M. Kuessner, X. Kui, N. Kumar, A. Kupsc, W. Kühn, L. Lavezzi, T. T. Lei, Z. H. Lei, M. Lellmann, T. Lenz, C. Li, C. Li, C. H. Li, Cheng Li, D. M. Li, F. Li, G. Li, H. B. Li, H. J. Li, H. N. Li, Hui Li, J. R. Li, J. S. Li, K. Li, K. L. Li, L. J. Li, L. K. Li, Lei Li, M. H. Li, P. R. Li, Q. M. Li, Q. X. Li, R. Li, S. X. Li, T. Li, W. D. Li, W. G. Li, X. Li, X. H. Li, X. L. Li, X. Y. Li, X. Z. Li, Y. G. Li, Z. J. Li, Z. Y. Li, C. Liang, H. Liang, H. Liang, Y. F. Liang, Y. T. Liang, G. R. Liao, Y. P. Liao, J. Libby, A. Limphirat, C. C. Lin, C. X. Lin, D. X. Lin, T. Lin, B. J. Liu, B. X. Liu, C. Liu, C. X. Liu, F. Liu, F. H. Liu, Feng Liu, G. M. Liu, H. Liu, H. B. Liu, H. H. Liu, H. M. Liu, Huihui Liu, J. B. Liu, J. Y. Liu, K. Liu, K. Y. Liu, Ke Liu, L. Liu, L. C. Liu, Lu Liu, M. H. Liu, P. L. Liu, Q. Liu, S. B. Liu, T. Liu, W. K. Liu, W. M. Liu, X. Liu, X. Liu, Y. Liu, Y. Liu, Y. B. Liu, Z. A. Liu, Z. D. Liu, Z. Q. Liu, X. C. Lou, F. X. Lu, H. J. Lu, J. G. Lu, X. L. Lu, Y. Lu, Y. P. Lu, Z. H. Lu, C. L. Luo, J. R. Luo, M. X. Luo, T. Luo, X. L. Luo, X. R. Lyu, Y. F. Lyu, F. C. Ma, H. Ma, H. L. Ma, J. L. Ma, L. L. Ma, L. R. Ma, M. M. Ma, Q. M. Ma, R. Q. Ma, T. Ma, X. T. Ma, X. Y. Ma, Y. M. Ma, F. E. Maas, I. MacKay, M. Maggiora, S. Malde, Y. J. Mao, Z. P. Mao, S. Marcello, Z. X. Meng, J. G. Messchendorp, G. Mezzadri, H. Miao, T. J. Min, R. E. Mitchell, X. H. Mo, B. Moses, N. Yu. Muchnoi, J. Muskalla, Y. Nefedov, F. Nerling, L. S. Nie, I. B. Nikolaev, Z. Ning, S. Nisar, Q. L. Niu, W. D. Niu, Y. Niu, S. L. Olsen, S. L. Olsen, Q. Ouyang, S. Pacetti, X. Pan, Y. Pan, A. Pathak, Y. P. Pei, M. Pelizaeus, H. P. Peng, Y. Y. Peng, K. Peters, J. L. Ping, R. G. Ping, S. Plura, V. Prasad, F. Z. Qi, H. Qi, H. R. Qi, M. Qi, T. Y. Qi, S. Qian, W. B. Qian, C. F. Qiao, X. K. Qiao, J. J. Qin, L. Q. Qin, L. Y. Qin, X. P. Qin, X. S. Qin, Z. H. Qin, J. F. Qiu, Z. H. Qu, C. F. Redmer, K. J. Ren, A. Rivetti, M. Rolo, G. Rong, Ch. Rosner, M. Q. Ruan, S. N. Ruan, N. Salone, A. Sarantsev, Y. Schelhaas, K. Schoenning, M. Scodeggio, K. Y. Shan, W. Shan, X. Y. Shan, Z. J. Shang, J. F. Shangguan, L. G. Shao, M. Shao, C. P. Shen, H. F. Shen, W. H. Shen, X. Y. Shen, B. A. Shi, H. Shi, H. C. Shi, J. L. Shi, J. Y. Shi, Q. Q. Shi, S. Y. Shi, X. Shi, J. J. Song, T. Z. Song, W. M. Song, Y. J. Song, Y. X. Song, S. Sosio, S. Spataro, F. Stieler, S. S Su, Y. J. Su, G. B. Sun, G. X. Sun, H. Sun, H. K. Sun, J. F. Sun, K. Sun, L. Sun, S. S. Sun, T. Sun, W. Y. Sun, Y. Sun, Y. J. Sun, Y. Z. Sun, Z. Q. Sun, Z. T. Sun, C. J. Tang, G. Y. Tang, J. Tang, M. Tang, Y. A. Tang, L. Y. Tao, Q. T. Tao, M. Tat, J. X. Teng, V. Thoren, W. H. Tian, Y. Tian, Z. F. Tian, I. Uman, Y. Wan, S. J. Wang, B. Wang, B. L. Wang, Bo Wang, D. Y. Wang, F. Wang, H. J. Wang, J. J. Wang, J. P. Wang, K. Wang, L. L. Wang, M. Wang, N. Y. Wang, S. Wang, S. Wang, T. Wang, T. J. Wang, W. Wang, W. Wang, W. P. Wang, X. Wang, X. F. Wang, X. J. Wang, X. L. Wang, X. N. Wang, Y. Wang, Y. D. Wang, Y. F. Wang, Y. H. Wang, Y. L. Wang, Y. N. Wang, Y. Q. Wang, Yaqian Wang, Yi Wang, Z. Wang, Z. L. Wang, Z. Y. Wang, Ziyi Wang, D. H. Wei, F. Weidner, S. P. Wen, Y. R. Wen, U. Wiedner, G. Wilkinson, M. Wolke, L. Wollenberg, C. Wu, J. F. Wu, L. H. Wu, L. J. Wu, X. Wu, X. H. Wu, Y. Wu, Y. H. Wu, Y. J. Wu, Z. Wu, L. Xia, X. M. Xian, B. H. Xiang, T. Xiang, D. Xiao, G. Y. Xiao, S. Y. Xiao, Y. L. Xiao, Z. J. Xiao, C. Xie, X. H. Xie, Y. Xie, Y. G. Xie, Y. H. Xie, Z. P. Xie, T. Y. Xing, C. F. Xu, C. J. Xu, G. F. Xu, H. Y. Xu, M. Xu, Q. J. Xu, Q. N. Xu, W. Xu, W. L. Xu, X. P. Xu, Y. Xu, Y. C. Xu, Z. S. Xu, F. Yan, L. Yan, W. B. Yan, W. C. Yan, X. Q. Yan, H. J. Yang, H. L. Yang, H. X. Yang, J. H. Yang, T. Yang, Y. Yang, Y. F. Yang, Y. F. Yang, Y. X. Yang, Z. W. Yang, Z. P. Yao, M. Ye, M. H. Ye, J. H. Yin, Junhao Yin, Z. Y. You, B. X. Yu, C. X. Yu, G. Yu, J. S. Yu, M. C. Yu, T. Yu, X. D. Yu, Y. C. Yu, C. Z. Yuan, J. Yuan, J. Yuan, L. Yuan, S. C. Yuan, Y. Yuan, Z. Y. Yuan, C. X. Yue, A. A. Zafar, F. R. Zeng, S. H. Zeng, X. Zeng, Y. Zeng, Y. J. Zeng, Y. J. Zeng, X. Y. Zhai, Y. C. Zhai, Y. H. Zhan, A. Q. Zhang, B. L. Zhang, B. X. Zhang, D. H. Zhang, G. Y. Zhang, H. Zhang, H. Zhang, H. C. Zhang, H. H. Zhang, H. H. Zhang, H. Q. Zhang, H. R. Zhang, H. Y. Zhang, J. Zhang, J. Zhang, J. J. Zhang, J. L. Zhang, J. Q. Zhang, J. S. Zhang, J. W. Zhang, J. X. Zhang, J. Y. Zhang, J. Z. Zhang, Jianyu Zhang, L. M. Zhang, Lei Zhang, P. Zhang, Q. Y. Zhang, R. Y. Zhang, S. H. Zhang, Shulei Zhang, X. M. Zhang, X. Y Zhang, X. Y. Zhang, Y. Zhang, Y. Zhang, Y. T. Zhang, Y. H. Zhang, Y. M. Zhang, Yan Zhang, Z. D. Zhang, Z. H. Zhang, Z. L. Zhang, Z. Y. Zhang, Z. Y. Zhang, Z. Z. Zhang, G. Zhao, J. Y. Zhao, J. Z. Zhao, L. Zhao, Lei Zhao, M. G. Zhao, N. Zhao, R. P. Zhao, S. J. Zhao, Y. B. Zhao, Y. X. Zhao, Z. G. Zhao, A. Zhemchugov, B. Zheng, B. M. Zheng, J. P. Zheng, W. J. Zheng, Y. H. Zheng, B. Zhong, X. Zhong, H. Zhou, J. Y. Zhou, L. P. Zhou, S. Zhou, X. Zhou, X. K. Zhou, X. R. Zhou, X. Y. Zhou, Y. Z. Zhou, Z. C. Zhou, A. N. Zhu, J. Zhu, K. Zhu, K. J. Zhu, K. S. Zhu, L. Zhu, L. X. Zhu, S. H. Zhu, T. J. Zhu, W. D. Zhu, Y. C. Zhu, Z. A. Zhu, J. H. Zou, J. Zu"
"First-principles investigation of thermodynamics and electronic
  transitions in vacancy-ordered rare-earth perovskite nickelates","Controlled introduction of oxygen vacancies offers an effective route to
induce metal-to-insulator transition in strongly correlated rare-earth
nickelates ($R$NiO$_3$) at room temperature. However, the role played by the
rare-earth cations on the structure, thermodynamic stability, and electronic
properties of oxygen-deficient nickelates remains unclear. Here, we employ
density functional theory calculations with Hubbard corrections (DFT + $U$) to
investigate the whole family of $R$NiO$_{2.5}$ ($R$ = Pr-Er) compounds in two
commonly observed oxygen-vacancy ordered configurations, namely brownmillerite,
and square planar. We find that square planar polymorph is always more stable
($\sim$0.4 eV/u.f) than the brownmillerite for all rare-earth cations, owing to
the exceedingly low volumetric strains (&lt; 1\%). Formation energy of
$R$NiO$_{2.5}$ gradually increases with decreasing size of $R$ owing to
stronger Ni-O covalent interactions in pristine $R$NiO$_3$ with small $R^{3+}$
cations. This necessitates more oxygen-lean environments for synthesis of
$R$NiO$_{2.5}$ with smaller $R^{3+}$ cations. Analysis of the density of states
and band structures reveals that electronic structure of $R$NiO$_{2.5}$ is
governed by two factors: (a) localization of electron on NiO$_6$ octahedra
yielding a Mott insulating state with strong correlations as Ni $e_g$ is half
filled, and (b) crystal field splitting in the NiO$_4$ tetrahedra/square planar
polyhedra. Brownmillerite $R$NiO$_{2.5}$ is metallic, while square planar
$R$NiO$_{2.5}$ is an insulator with a predicted gap of $\sim$ 0.2-0.3 eV,
depending on the $R^{3+}$ cation. Crystal orbital Hamilton population (COHP)
analysis indicates that the Ni-O bond belonging to square-planar NiO$_4$
polyhedra exhibit much greater covalent character than those in NiO$_6$
octahedra in square planar $R$NiO$_{2.5}$.",2024-12-27T15:52:08Z,http://arxiv.org/abs/2412.19700v1,"Devang Bhagat, Ranga Teja Pidathala, Badri Narayanan"
Differentiable groupoid objects and their abstract Lie algebroids,"The infinitesimal counterpart of a Lie groupoid is its Lie algebroid. As a
vector bundle, it is given by the source vertical tangent bundle restricted to
the identity bisection. Its sections can be identified with the invariant
vector fields on the groupoid, which are closed under the Lie bracket. We
generalize this differentiation procedure to groupoid objects in any category
with an abstract tangent structure in the sense of Rosick\'{y} and a scalar
multiplication by a ring object that plays the role of the real numbers. We
identify the categorical conditions that the groupoid object must satisfy to
admit a natural notion of invariant vector fields. Then we show that invariant
vector fields are closed under the Lie bracket defined by Rosick\'{y} and
satisfy the Leibniz rule with respect to ring-valued morphisms on the base of
the groupoid. The result is what we define axiomatically as an abstract Lie
algebroid, by generalizing the underlying vector bundle to a module object in
the slice category over its base. Examples include diffeomorphism groups,
bisection groups of Lie groupoids, the diffeological symmetry groupoids of
general relativity (Blohmann/Fernandes/Weinstein), symmetry groupoids in
Lagrangian Field Theory, holonomy groupoids of singular foliations, elastic
diffeological groupoids, and groupoid objects in differentiable stacks.",2024-12-27T15:50:02Z,http://arxiv.org/abs/2412.19697v1,"Lory Aintablian, Christian Blohmann"
"An Integrated Optimization and Deep Learning Pipeline for Predicting
  Live Birth Success in IVF Using Feature Optimization and Transformer-Based
  Models","In vitro fertilization (IVF) is a widely utilized assisted reproductive
technology, yet predicting its success remains challenging due to the
multifaceted interplay of clinical, demographic, and procedural factors. This
study develops a robust artificial intelligence (AI) pipeline aimed at
predicting live birth outcomes in IVF treatments. The pipeline uses anonymized
data from 2010 to 2018, obtained from the Human Fertilization and Embryology
Authority (HFEA). We evaluated the prediction performance of live birth success
as a binary outcome (success/failure) by integrating different feature
selection methods, such as principal component analysis (PCA) and particle
swarm optimization (PSO), with different traditional machine learning-based
classifiers including random forest (RF) and decision tree, as well as deep
learning-based classifiers including custom transformer-based model and a tab
transformer model with an attention mechanism. Our research demonstrated that
the best performance was achieved by combining PSO for feature selection with
the TabTransformer-based deep learning model, yielding an accuracy of 99.50%
and an AUC of 99.96%, highlighting its significant performance to predict live
births. This study establishes a highly accurate AI pipeline for predicting
live birth outcomes in IVF, demonstrating its potential to enhance personalized
fertility treatments.",2024-12-27T15:46:59Z,http://arxiv.org/abs/2412.19696v1,"Arezoo Borji, Hossam Haick, Birgit Pohn, Antonia Graf, Jana Zakall, S M Ragib Shahriar Islam, Gernot Kronreif, Daniel Kovatchki, Heinz Strohmer, Sepideh Hatamikia"
Sharp Bounds on Lengths of Linear Recolouring Sequences,"A recolouring sequence, between $k$-colourings $\alpha$ and $\beta$ of a
graph $G$, transforms $\alpha$ into $\beta$ by recolouring one vertex at a
time, such that after each recolouring step we again have a proper
$k$-colouring of $G$. The diameter of the $k$-recolouring graph,
$\textrm{diam}~\mathcal{C}_k(G)$, is the maximum over all pairs $\alpha$ and
$\beta$ of the minimum length of a recolouring sequence from $\alpha$ to
$\beta$. Much previous work has focused on determining the asymptotics of
$\textrm{diam}~\mathcal{C}_k(G)$: Is it $\Theta(|G|)$? Is it $\Theta(|G|^2)$?
Or even larger? Here we focus on graphs for which
$\textrm{diam}~\mathcal{C}_k(G)=\Theta(|G|)$, and seek to determine more
precisely the multiplicative constant implicit in the $\Theta()$. In
particular, for each $k\ge 3$, for all positive integers $p$ and $q$ we exactly
determine $\textrm{diam}~\mathcal{C}_k(K_{p,q})$, up to a small additive
constant. We also sharpen a recolouring lemma that has been used in multiple
papers, proving an optimal version. This improves the multiplicative constant
in various prior results. Finally, we investigate plausible relationships
between similar reconfiguration graphs.",2024-12-27T15:42:55Z,http://arxiv.org/abs/2412.19695v1,"Stijn Cambie, Wouter Cames van Batenburg, Daniel W. Cranston"
"Nonperturbative effects in triple-differential dijet and Z+jet
  production at the LHC","In comparisons of precision collider data to the most accurate highest-order
calculations in perturbative quantum chromodynamics (QCD), it is required to
correct for nonperturbative effects. Such effects are typically studied using
Monte Carlo event generators that complement fixed-order predictions with
perturbative parton showers and models for the nonperturbative effects of the
Underlying Event and hadronisation. Thereby, the final state of collision
events can be predicted at the level of stable particles, which serve as input
for full detector simulations.
  This article investigates the impact of nonperturbative effects on two
processes that may be used for precision determinations of the strong coupling
constant and the proton structure: the triple-differential dijet and Z+jet
production. While nonperturbative effects impact both processes, significant
differences among them are observed and further investigated. Indications are
found that the Underlying Event and hadronisation cannot fully explain these
differences and the perturbative modelling may play a significant role as well.",2024-12-27T15:42:07Z,http://arxiv.org/abs/2412.19694v1,"Stefan Gieseke, Maximilian Horzela, Manjit Kaur, Dari Leonardi, Klaus Rabbertz, Aayushi Singla, Cedric Verstege"
"Wannier states and spin supersolid physics in the triangular
  antiferromagnet K$_2$Co(SeO$_3$)$_2$","We use a combination of ultra-high-resolution inelastic neutron scattering
and Monte Carlo numerical simulations to study the thermodynamics and the
structure of spin excitations in the spin-supersolid phase of the triangular
lattice XXZ easy axis antiferromagnet K$_2$Co(SeO$_3$)$_2$ and its evolution in
a magnetic field. BKT transitions heralding the onset of Ising and supersolid
order are detected. Above the supersolid phase the value of Wannier entropy is
experimentally recovered. At low temperatures, with an experimental resolution
of about 23 $\mu$eV, no discrete coherent magnon modes are resolved within a
broad continuum of scattering. In addition to gapless excitations, a
pseudo-Goldstone mode with a small energy gap of 0.06 meV is found. A second
excitation continuum is seen at higher energy, in place of single-spin-flip
excitations of the Ising model. In applied fields the continuum gradually
morphs into coherent spin waves, with the Goldstone and pseudo-Goldstone
sectors showing distinct evolution. The agreement between experiment and
numerical simulations is excellent on the quantitative level.",2024-12-27T15:40:31Z,http://arxiv.org/abs/2412.19693v1,"M. Zhu, Leandro M. Chinellato, V. Romerio, N. Murai, S. Ohira-Kawamura, Christian Balz, Z. Yan, S. Gvasaliya, Yasuyuki Kato, C. D. Batista, A. Zheludev"
"Quantum Many-Body Lattice C-R-T Symmetry: Fractionalization, Anomaly,
  and Symmetric Mass Generation","Charge conjugation (C), mirror reflection (R), and time reversal (T)
symmetries, along with internal symmetries, are essential for massless Majorana
and Dirac fermions. These symmetries are sufficient to rule out potential
fermion bilinear mass terms, thereby establishing a gapless free fermion fixed
point phase, pivotal for symmetric mass generation (SMG) transition. In this
work, we systematically study the anomaly of C-R-T-internal symmetry in all
spacetime dimensions by analyzing the projective representation (i.e. the
fractionalization) of the C-R-T-internal symmetry group in the quantum
many-body Hilbert space on the lattice. By discovering the
fermion-flavor-number-dependent C-R-T-internal symmetry's anomaly structure, we
demonstrate an alternative way to derive the minimal flavor number for SMG,
which shows consistency with known results from K\""ahler-Dirac fermion or
cobordism classification. Our findings reveal that, in general spatial
dimensions, either 8 copies of staggered Majorana fermions or 4 copies of
staggered Dirac fermions admit SMG. By directly searching for 4-fermion
interactions that form commuting stabilizers respecting all symmetry
constraints, we can prove the explicit SMG gapping retained a unique ground
state in the codespace. Furthermore, we establish the correspondence between
the symmetry operators of staggered fermions and free fermions, which is
instrumental in facilitating the analysis of symmetry fractionalization at the
field theory level.",2024-12-27T15:36:31Z,http://arxiv.org/abs/2412.19691v1,"Yang-Yang Li, Juven Wang, Yi-Zhuang You"
