Title,Summary,Published,Link,Authors
"Unprejudiced Training Auxiliary Tasks Makes Primary Better: A Multi-Task
  Learning Perspective","Human beings can leverage knowledge from relative tasks to improve learning
on a primary task. Similarly, multi-task learning methods suggest using
auxiliary tasks to enhance a neural network's performance on a specific primary
task. However, previous methods often select auxiliary tasks carefully but
treat them as secondary during training. The weights assigned to auxiliary
losses are typically smaller than the primary loss weight, leading to
insufficient training on auxiliary tasks and ultimately failing to support the
main task effectively. To address this issue, we propose an uncertainty-based
impartial learning method that ensures balanced training across all tasks.
Additionally, we consider both gradients and uncertainty information during
backpropagation to further improve performance on the primary task. Extensive
experiments show that our method achieves performance comparable to or better
than state-of-the-art approaches. Moreover, our weighting strategy is effective
and robust in enhancing the performance of the primary task regardless the
noise auxiliary tasks' pseudo labels.",2024-12-27T09:27:18Z,http://arxiv.org/abs/2412.19547v1,"Yuanze Li, Chun-Mei Feng, Qilong Wang, Guanglei Yang, Wangmeng Zuo"
"GHZ-W Genuinely Entangled Subspace Verification with Adaptive Local
  Measurements","Genuinely entangled subspaces (GESs) are valuable resources in quantum
information science. Among these, the three-qubit GHZ-W GES, spanned by the
three-qubit Greenberger-Horne-Zeilinger (GHZ) and W states, is a universal and
crucial entangled subspace resource for three-qubit systems. In this work, we
develop two adaptive verification strategies, the XZ strategy and the rotation
strategy, for the three-qubit GHZ-W GES using local measurements and one-way
classical communication. These strategies are experimentally feasible,
efficient and possess a concise analytical expression for the sample complexity
of the rotation strategy, which scales approximately as
$2.248/\epsilon\ln(1/\delta)$, where $\epsilon$ is the infidelity and
$1-\delta$ is the confidence level. Furthermore, we comprehensively analyze the
two-dimensional two-qubit subspaces and classify them into three distinct
types, including unverifiable entangled subspaces, revealing intrinsic
limitations in local verification of entangled subspaces.",2024-12-27T09:07:44Z,http://arxiv.org/abs/2412.19540v1,"Congcong Zheng, Ping Xu, Kun Wang, Zaichen Zhang"
"Finger in Camera Speaks Everything: Unconstrained Air-Writing for
  Real-World","Air-writing is a challenging task that combines the fields of computer vision
and natural language processing, offering an intuitive and natural approach for
human-computer interaction. However, current air-writing solutions face two
primary challenges: (1) their dependency on complex sensors (e.g., Radar, EEGs
and others) for capturing precise handwritten trajectories, and (2) the absence
of a video-based air-writing dataset that covers a comprehensive vocabulary
range. These limitations impede their practicality in various real-world
scenarios, including the use on devices like iPhones and laptops. To tackle
these challenges, we present the groundbreaking air-writing Chinese character
video dataset (AWCV-100K-UCAS2024), serving as a pioneering benchmark for
video-based air-writing. This dataset captures handwritten trajectories in
various real-world scenarios using commonly accessible RGB cameras, eliminating
the need for complex sensors. AWCV-100K-UCAS2024 includes 8.8 million video
frames, encompassing the complete set of 3,755 characters from the GB2312-80
level-1 set (GB1). Furthermore, we introduce our baseline approach, the
video-based character recognizer (VCRec). VCRec adeptly extracts fingertip
features from sparse visual cues and employs a spatio-temporal sequence module
for analysis. Experimental results showcase the superior performance of VCRec
compared to existing models in recognizing air-written characters, both
quantitatively and qualitatively. This breakthrough paves the way for enhanced
human-computer interaction in real-world contexts. Moreover, our approach
leverages affordable RGB cameras, enabling its applicability in a diverse range
of scenarios. The code and data examples will be made public at
https://github.com/wmeiqi/AWCV.",2024-12-27T09:04:04Z,http://arxiv.org/abs/2412.19537v1,"Meiqi Wu, Kaiqi Huang, Yuanqiang Cai, Shiyu Hu, Yuzhong Zhao, Weiqiang Wang"
"Estimation of System Parameters Including Repeated Cross-Sectional Data
  through Emulator-Informed Deep Generative Model","Differential equations (DEs) are crucial for modeling the evolution of
natural or engineered systems. Traditionally, the parameters in DEs are
adjusted to fit data from system observations. However, in fields such as
politics, economics, and biology, available data are often independently
collected at distinct time points from different subjects (i.e., repeated
cross-sectional (RCS) data). Conventional optimization techniques struggle to
accurately estimate DE parameters when RCS data exhibit various
heterogeneities, leading to a significant loss of information. To address this
issue, we propose a new estimation method called the emulator-informed
deep-generative model (EIDGM), designed to handle RCS data. Specifically, EIDGM
integrates a physics-informed neural network-based emulator that immediately
generates DE solutions and a Wasserstein generative adversarial network-based
parameter generator that can effectively mimic the RCS data. We evaluated EIDGM
on exponential growth, logistic population models, and the Lorenz system,
demonstrating its superior ability to accurately capture parameter
distributions. Additionally, we applied EIDGM to an experimental dataset of
Amyloid beta 40 and beta 42, successfully capturing diverse parameter
distribution shapes. This shows that EIDGM can be applied to model a wide range
of systems and extended to uncover the operating principles of systems based on
limited data.",2024-12-27T08:19:23Z,http://arxiv.org/abs/2412.19517v1,"Hyunwoo Cho, Sung Woong Cho, Hyeontae Jo, Hyung Ju Hwang"
"Real-time classification of EEG signals using Machine Learning
  deployment","The prevailing educational methods predominantly rely on traditional
classroom instruction or online delivery, often limiting the teachers' ability
to engage effectively with all the students simultaneously. A more intrinsic
method of evaluating student attentiveness during lectures can enable the
educators to tailor the course materials and their teaching styles in order to
better meet the students' needs. The aim of this paper is to enhance teaching
quality in real time, thereby fostering a higher student engagement in the
classroom activities. By monitoring the students' electroencephalography (EEG)
signals and employing machine learning algorithms, this study proposes a
comprehensive solution for addressing this challenge. Machine learning has
emerged as a powerful tool for simplifying the analysis of complex variables,
enabling the effective assessment of the students' concentration levels based
on specific parameters. However, the real-time impact of machine learning
models necessitates a careful consideration as their deployment is concerned.
This study proposes a machine learning-based approach for predicting the level
of students' comprehension with regard to a certain topic. A browser interface
was introduced that accesses the values of the system's parameters to determine
a student's level of concentration on a chosen topic. The deployment of the
proposed system made it necessary to address the real-time challenges faced by
the students, consider the system's cost, and establish trust in its efficacy.
This paper presents the efforts made for approaching this pertinent issue
through the implementation of innovative technologies and provides a framework
for addressing key considerations for future research directions.",2024-12-27T08:14:28Z,http://arxiv.org/abs/2412.19515v1,"Swati Chowdhuri, Satadip Saha, Samadrita Karmakar, Ankur Chanda"
"Uncertainty quantification for improving radiomic-based models in
  radiation pneumonitis prediction","Background and Objective: Radiation pneumonitis (RP) is a side effect of
thoracic radiation therapy. Recently, Machine learning (ML) models enhanced
with radiomic and dosiomic features provide better predictions by incorporating
spatial information beyond DVHs. However, to improve the clinical decision
process, we propose to use uncertainty quantification (UQ) to improve the
confidence in model prediction. This study evaluates the impact of post hoc UQ
methods on the discriminative performance and calibration of ML models for RP
prediction. Methods: This study evaluated four ML models: logistic regression
(LR), support vector machines (SVM), extreme gradient boosting (XGB), and
random forest (RF), using radiomic, dosiomic, and dosimetric features to
predict RP. We applied UQ methods, including Patt scaling, isotonic regression,
Venn-ABERS predictor, and Conformal Prediction, to quantify uncertainty. Model
performance was assessed through Area Under the Receiver Operating
Characteristic curve (AUROC), Area Under the Precision-Recall Curve (AUPRC),
and Adaptive Calibration Error (ACE) using Leave-One-Out Cross-Validation
(LOO-CV). Results: UQ methods enhanced predictive performance, particularly for
high-certainty predictions, while also improving calibration. Radiomic and
dosiomic features increased model accuracy but introduced calibration
challenges, especially for non-linear models like XGB and RF. Performance gains
from UQ methods were most noticeable at higher certainty thresholds.
Conclusion: Integrating UQ into ML models with radiomic and dosiomic features
improves both predictive accuracy and calibration, supporting more reliable
clinical decision-making. The findings emphasize the value of UQ methods in
enhancing applicability of predictive models for RP in healthcare settings.",2024-12-27T08:01:42Z,http://arxiv.org/abs/2412.19511v1,"Chanon Puttanawarut, Romen Samuel Wabina, Nat Sirirutbunkajorn"
"DrivingWorld: ConstructingWorld Model for Autonomous Driving via Video
  GPT","Recent successes in autoregressive (AR) generation models, such as the GPT
series in natural language processing, have motivated efforts to replicate this
success in visual tasks. Some works attempt to extend this approach to
autonomous driving by building video-based world models capable of generating
realistic future video sequences and predicting ego states. However, prior
works tend to produce unsatisfactory results, as the classic GPT framework is
designed to handle 1D contextual information, such as text, and lacks the
inherent ability to model the spatial and temporal dynamics essential for video
generation. In this paper, we present DrivingWorld, a GPT-style world model for
autonomous driving, featuring several spatial-temporal fusion mechanisms. This
design enables effective modeling of both spatial and temporal dynamics,
facilitating high-fidelity, long-duration video generation. Specifically, we
propose a next-state prediction strategy to model temporal coherence between
consecutive frames and apply a next-token prediction strategy to capture
spatial information within each frame. To further enhance generalization
ability, we propose a novel masking strategy and reweighting strategy for token
prediction to mitigate long-term drifting issues and enable precise control.
Our work demonstrates the ability to produce high-fidelity and consistent video
clips of over 40 seconds in duration, which is over 2 times longer than
state-of-the-art driving world models. Experiments show that, in contrast to
prior works, our method achieves superior visual quality and significantly more
accurate controllable future video generation. Our code is available at
https://github.com/YvanYin/DrivingWorld.",2024-12-27T07:44:07Z,http://arxiv.org/abs/2412.19505v1,"Xiaotao Hu, Wei Yin, Mingkai Jia, Junyuan Deng, Xiaoyang Guo, Qian Zhang, Xiaoxiao Long, Ping Tan"
Casevo: A Cognitive Agents and Social Evolution Simulator,"In this paper, we introduce a multi-agent simulation framework Casevo
(Cognitive Agents and Social Evolution Simulator), that integrates large
language models (LLMs) to simulate complex social phenomena and decision-making
processes. Casevo is designed as a discrete-event simulator driven by agents
with features such as Chain of Thoughts (CoT), Retrieval-Augmented Generation
(RAG), and Customizable Memory Mechanism. Casevo enables dynamic social
modeling, which can support various scenarios such as social network analysis,
public opinion dynamics, and behavior prediction in complex social systems. To
demonstrate the effectiveness of Casevo, we utilize one of the U.S. 2020
midterm election TV debates as a simulation example. Our results show that
Casevo facilitates more realistic and flexible agent interactions, improving
the quality of dynamic social phenomena simulation. This work contributes to
the field by providing a robust system for studying large-scale, high-fidelity
social behaviors with advanced LLM-driven agents, expanding the capabilities of
traditional agent-based modeling (ABM). The open-source code repository address
of casevo is https://github.com/rgCASS/casevo.",2024-12-27T07:33:49Z,http://arxiv.org/abs/2412.19498v1,"Zexun Jiang, Yafang Shi, Maoxu Li, Hongjiang Xiao, Yunxiao Qin, Qinglan Wei, Ye Wang, Yuan Zhang"
"Multi-P$^2$A: A Multi-perspective Benchmark on Privacy Assessment for
  Large Vision-Language Models","Large Vision-Language Models (LVLMs) exhibit impressive potential across
various tasks but also face significant privacy risks, limiting their practical
applications. Current researches on privacy assessment for LVLMs is limited in
scope, with gaps in both assessment dimensions and privacy categories. To
bridge this gap, we propose Multi-P$^2$A, a comprehensive benchmark for
evaluating the privacy preservation capabilities of LVLMs in terms of privacy
awareness and leakage. Privacy awareness measures the model's ability to
recognize the privacy sensitivity of input data, while privacy leakage assesses
the risk of the model unintentionally disclosing privacy information in its
output. We design a range of sub-tasks to thoroughly evaluate the model's
privacy protection offered by LVLMs. Multi-P$^2$A covers 26 categories of
personal privacy, 15 categories of trade secrets, and 18 categories of state
secrets, totaling 31,962 samples. Based on Multi-P$^2$A, we evaluate the
privacy preservation capabilities of 21 open-source and 2 closed-source LVLMs.
Our results reveal that current LVLMs generally pose a high risk of
facilitating privacy breaches, with vulnerabilities varying across personal
privacy, trade secret, and state secret.",2024-12-27T07:33:39Z,http://arxiv.org/abs/2412.19496v1,"Jie Zhang, Xiangkui Cao, Zhouyu Han, Shiguang Shan, Xilin Chen"
Retrieval-augmented Generation for GenAI-enabled Semantic Communications,"Semantic communication (SemCom) is an emerging paradigm aiming at
transmitting only task-relevant semantic information to the receiver, which can
significantly improve communication efficiency. Recent advancements in
generative artificial intelligence (GenAI) have empowered GenAI-enabled SemCom
(GenSemCom) to further expand its potential in various applications. However,
current GenSemCom systems still face challenges such as semantic inconsistency,
limited adaptability to diverse tasks and dynamic environments, and the
inability to leverage insights from past transmission. Motivated by the success
of retrieval-augmented generation (RAG) in the domain of GenAI, this paper
explores the integration of RAG in GenSemCom systems. Specifically, we first
provide a comprehensive review of existing GenSemCom systems and the
fundamentals of RAG techniques. We then discuss how RAG can be integrated into
GenSemCom. Following this, we conduct a case study on semantic image
transmission using an RAG-enabled diffusion-based SemCom system, demonstrating
the effectiveness of the proposed integration. Finally, we outline future
directions for advancing RAG-enabled GenSemCom systems.",2024-12-27T07:30:01Z,http://arxiv.org/abs/2412.19494v1,"Shunpu Tang, Ruichen Zhang, Yuxuan Yan, Qianqian Yang, Dusit Niyato, Xianbin Wang, Shiwen Mao"
"Two superconducting thin films systems with potential integration of
  different quantum functionalities","Quantum computation based on superconducting circuits utilizes
superconducting qubits with Josephson tunnel junctions. Engineering
high-coherence qubits requires materials optimization. In this work, we present
two superconducting thin film systems, grown on silicon (Si), and one obtained
from the other via annealing. Cobalt (Co) thin films grown on Si were found to
be superconducting [EPL 131 (2020) 47001]. These films also happen to be a
self-organised hybrid superconductor/ferromagnet/superconductor (S/F/S)
structure. The S/F/S hybrids are important for superconducting $\pi$-qubits
[PRL 95 (2005) 097001] and in quantum information processing. Here we present
our results on the superconductivity of a hybrid Co film followed by the
superconductivity of a CoSi$_2$ film, which was prepared by annealing the Co
film. CoSi$_2$, with its $1/f$ noise about three orders of magnitude smaller
compared to the most commonly used superconductor aluminium (Al), is a
promising material for high-coherence qubits. The hybrid Co film revealed
superconducting transition temperature $T_c$ = 5 K and anisotropy in the upper
critical field between the in-plane and out-of-plane directions. The anisotropy
was of the order of ratio of lateral dimensions to thickness of the
superconducting Co grains, suggesting a quasi-2D nature of superconductivity.
On the other hand, CoSi$_2$ film showed a $T_c$ of 900 mK. In the resistivity
vs. temperature curve, we observe a peak near $T_c$. Magnetic field scan as a
function of $T$ shows a monotonic increase in intensity of this peak with
temperature. The origin of the peak has been explained in terms of parallel
resistive model for the particular measurement configuration. Although our
CoSi$_2$ film contains grain boundaries, we observed a perpendicular critical
field of 15 mT and a critical current density of 3.8x10$^7$ A/m$^2$, comparable
with epitaxial CoSi$_2$ films.",2024-12-27T07:23:20Z,http://arxiv.org/abs/2412.19493v1,"Snehal Mandal, Biplab Biswas, Suvankar Purakait, Anupam Roy, Biswarup Satpati, Indranil Das, B. N. Dev"
Towards Open-Vocabulary Remote Sensing Image Semantic Segmentation,"Recently, deep learning based methods have revolutionized remote sensing
image segmentation. However, these methods usually rely on a pre-defined
semantic class set, thus needing additional image annotation and model training
when adapting to new classes. More importantly, they are unable to segment
arbitrary semantic classes. In this work, we introduce Open-Vocabulary Remote
Sensing Image Semantic Segmentation (OVRSISS), which aims to segment arbitrary
semantic classes in remote sensing images. To address the lack of OVRSISS
datasets, we develop LandDiscover50K, a comprehensive dataset of 51,846 images
covering 40 diverse semantic classes. In addition, we propose a novel framework
named GSNet that integrates domain priors from special remote sensing models
and versatile capabilities of general vision-language models. Technically,
GSNet consists of a Dual-Stream Image Encoder (DSIE), a Query-Guided Feature
Fusion (QGFF), and a Residual Information Preservation Decoder (RIPD). DSIE
first captures comprehensive features from both special models and general
models in dual streams. Then, with the guidance of variable vocabularies, QGFF
integrates specialist and generalist features, enabling them to complement each
other. Finally, RIPD is proposed to aggregate multi-source features for more
accurate mask predictions. Experiments show that our method outperforms other
methods by a large margin, and our proposed LandDiscover50K improves the
performance of OVRSISS methods. The proposed dataset and method will be made
publicly available at https://github.com/yecy749/GSNet.",2024-12-27T07:20:30Z,http://arxiv.org/abs/2412.19492v1,"Chengyang Ye, Yunzhi Zhuge, Pingping Zhang"
"Multi-label Classification using Deep Multi-order Context-aware Kernel
  Networks","Multi-label classification is a challenging task in pattern recognition. Many
deep learning methods have been proposed and largely enhanced classification
performance. However, most of the existing sophisticated methods ignore context
in the models' learning process. Since context may provide additional cues to
the learned models, it may significantly boost classification performances. In
this work, we make full use of context information (namely geometrical
structure of images) in order to learn better context-aware similarities
(a.k.a. kernels) between images. We reformulate context-aware kernel design as
a feed-forward network that outputs explicit kernel mapping features. Our
obtained context-aware kernel network further leverages multiple orders of
patch neighbors within different distances, resulting into a more
discriminating Deep Multi-order Context-aware Kernel Network (DMCKN) for
multi-label classification. We evaluate the proposed method on the challenging
Corel5K and NUS-WIDE benchmarks, and empirical results show that our method
obtains competitive performances against the related state-of-the-art, and both
quantitative and qualitative performances corroborate its effectiveness and
superiority for multi-label image classification.",2024-12-27T07:16:11Z,http://arxiv.org/abs/2412.19491v1,"Mingyuan Jiu, Hailong Zhu, Hichem Sahbi"
UniBrain: A Unified Model for Cross-Subject Brain Decoding,"Brain decoding aims to reconstruct original stimuli from fMRI signals,
providing insights into interpreting mental content. Current approaches rely
heavily on subject-specific models due to the complex brain processing
mechanisms and the variations in fMRI signals across individuals. Therefore,
these methods greatly limit the generalization of models and fail to capture
cross-subject commonalities. To address this, we present UniBrain, a unified
brain decoding model that requires no subject-specific parameters. Our approach
includes a group-based extractor to handle variable fMRI signal lengths, a
mutual assistance embedder to capture cross-subject commonalities, and a
bilevel feature alignment scheme for extracting subject-invariant features. We
validate our UniBrain on the brain decoding benchmark, achieving comparable
performance to current state-of-the-art subject-specific models with extremely
fewer parameters. We also propose a generalization benchmark to encourage the
community to emphasize cross-subject commonalities for more general brain
decoding. Our code is available at https://github.com/xiaoyao3302/UniBrain.",2024-12-27T07:03:47Z,http://arxiv.org/abs/2412.19487v1,"Zicheng Wang, Zhen Zhao, Luping Zhou, Parashkev Nachev"
Learning Radiance Fields from a Single Snapshot Compressive Image,"In this paper, we explore the potential of Snapshot Compressive Imaging (SCI)
technique for recovering the underlying 3D scene structure from a single
temporal compressed image. SCI is a cost-effective method that enables the
recording of high-dimensional data, such as hyperspectral or temporal
information, into a single image using low-cost 2D imaging sensors. To achieve
this, a series of specially designed 2D masks are usually employed, reducing
storage and transmission requirements and offering potential privacy
protection. Inspired by this, we take one step further to recover the encoded
3D scene information leveraging powerful 3D scene representation capabilities
of neural radiance fields (NeRF). Specifically, we propose SCINeRF, in which we
formulate the physical imaging process of SCI as part of the training of NeRF,
allowing us to exploit its impressive performance in capturing complex scene
structures. In addition, we further integrate the popular 3D Gaussian Splatting
(3DGS) framework and propose SCISplat to improve 3D scene reconstruction
quality and training/rendering speed by explicitly optimizing point clouds into
3D Gaussian representations. To assess the effectiveness of our method, we
conduct extensive evaluations using both synthetic data and real data captured
by our SCI system. Experimental results demonstrate that our proposed approach
surpasses the state-of-the-art methods in terms of image reconstruction and
novel view synthesis. Moreover, our method also exhibits the ability to render
high frame-rate multi-view consistent images in real time by leveraging SCI and
the rendering capabilities of 3DGS. Codes will be available at:
https://github.com/WU- CVGL/SCISplat.",2024-12-27T06:40:44Z,http://arxiv.org/abs/2412.19483v1,"Yunhao Li, Xiang Liu, Xiaodong Wang, Xin Yuan, Peidong Liu"
"Exploiting Dynamic Sparsity for Near-Field Spatial Non-Stationary
  XL-MIMO Channel Tracking","This work considers a spatial non-stationary channel tracking problem in
broadband extremely large-scale multiple-input-multiple-output (XL-MIMO)
systems. In the case of spatial non-stationary, each scatterer has a certain
visibility region (VR) over antennas and power change may occur among visible
antennas. Concentrating on the temporal correlation of XL-MIMO channels, we
design a three-layer Markov prior model and hierarchical two-dimensional (2D)
Markov model to exploit the dynamic sparsity of sparse channel vectors and VRs,
respectively. Then, we formulate the channel tracking problem as a bilinear
measurement process, and a novel dynamic alternating maximum a posteriori
(DA-MAP) framework is developed to solve the problem. The DA-MAP contains four
basic modules: channel estimation module, VR detection module, grid update
module, and temporal correlated module. Specifically, the first module is an
inverse-free variational Bayesian inference (IF-VBI) estimator that avoids
computational intensive matrix inverse each iteration; the second module is a
turbo compressive sensing (Turbo-CS) algorithm that only needs small-scale
matrix operations in a parallel fashion; the third module refines the
polar-delay domain grid; and the fourth module can process the temporal prior
information to ensure high-efficiency channel tracking. Simulations show that
the proposed method can achieve a significant channel tracking performance
while achieving low computational overhead.",2024-12-27T06:00:30Z,http://arxiv.org/abs/2412.19475v1,"Wenkang Xu amd An Liu, Min-jian Zhao, Giuseppe Caire, Yik-Chung Wu"
Movable Antenna-Aided Near-Field Integrated Sensing and Communication,"Integrated sensing and communication (ISAC) is emerging as a pivotal
technology for next-generation wireless networks. However, existing ISAC
systems are based on fixed-position antennas (FPAs), which inevitably incur a
loss in performance when balancing the trade-off between sensing and
communication. Movable antenna (MA) technology offers promising potential to
enhance ISAC performance by enabling flexible antenna movement. Nevertheless,
exploiting more spatial channel variations requires larger antenna moving
regions, which may invalidate the conventional far-field assumption for
channels between transceivers. Therefore, this paper utilizes the MA to enhance
sensing and communication capabilities in near-field ISAC systems, where a
full-duplex base station (BS) is equipped with multiple transmit and receive
MAs movable in large-size regions to simultaneously sense multiple targets and
serve multiple uplink (UL) and downlink (DL) users for communication. We aim to
maximize the weighted sum of sensing and communication rates (WSR) by jointly
designing the transmit beamformers, sensing signal covariance matrices, receive
beamformers, and MA positions at the BS, as well as the UL power allocation.
The resulting optimization problem is challenging to solve, while we propose an
efficient two-layer random position (RP) algorithm to tackle it. In addition,
to reduce movement delay and cost, we design an antenna position matching (APM)
algorithm based on the greedy strategy to minimize the total MA movement
distance. Extensive simulation results demonstrate the substantial performance
improvement achieved by deploying MAs in near-field ISAC systems. Moreover, the
results show the effectiveness of the proposed APM algorithm in reducing the
antenna movement distance, which is helpful for energy saving and time overhead
reduction for MA-aided near-field ISAC systems with large moving regions.",2024-12-27T05:45:35Z,http://arxiv.org/abs/2412.19470v1,"Jingze Ding, Zijian Zhou, Xiaodan Shao, Bingli Jiao, Rui Zhang"
"MNet-SAt: A Multiscale Network with Spatial-enhanced Attention for
  Segmentation of Polyps in Colonoscopy","Objective: To develop a novel deep learning framework for the automated
segmentation of colonic polyps in colonoscopy images, overcoming the
limitations of current approaches in preserving precise polyp boundaries,
incorporating multi-scale features, and modeling spatial dependencies that
accurately reflect the intricate and diverse morphology of polyps. Methods: To
address these limitations, we propose a novel Multiscale Network with
Spatial-enhanced Attention (MNet-SAt) for polyp segmentation in colonoscopy
images. This framework incorporates four key modules: Edge-Guided Feature
Enrichment (EGFE) preserves edge information for improved boundary quality;
Multi-Scale Feature Aggregator (MSFA) extracts and aggregates multi-scale
features across channel spatial dimensions, focusing on salient regions;
Spatial-Enhanced Attention (SEAt) captures spatial-aware global dependencies
within the multi-scale aggregated features, emphasizing the region of interest;
and Channel-Enhanced Atrous Spatial Pyramid Pooling (CE-ASPP) resamples and
recalibrates attentive features across scales. Results: We evaluated MNet-SAt
on the Kvasir-SEG and CVC-ClinicDB datasets, achieving Dice Similarity
Coefficients of 96.61% and 98.60%, respectively. Conclusion: Both quantitative
(DSC) and qualitative assessments highlight MNet-SAt's superior performance and
generalization capabilities compared to existing methods. Significance:
MNet-SAt's high accuracy in polyp segmentation holds promise for improving
clinical workflows in early polyp detection and more effective treatment,
contributing to reduced colorectal cancer mortality rates.",2024-12-27T05:17:29Z,http://arxiv.org/abs/2412.19464v1,"Chandravardhan Singh Raghaw, Aryan Yadav, Jasmer Singh Sanjotra, Shalini Dangi, Nagendra Kumar"
A Prototype Unit for Image De-raining using Time-Lapse Data,"We address the challenge of single-image de-raining, a task that involves
recovering rain-free background information from a single rain image. While
recent advancements have utilized real-world time-lapse data for training,
enabling the estimation of consistent backgrounds and realistic rain streaks,
these methods often suffer from computational and memory consumption, limiting
their applicability in real-world scenarios. In this paper, we introduce a
novel solution: the Rain Streak Prototype Unit (RsPU). The RsPU efficiently
encodes rain streak-relevant features as real-time prototypes derived from
time-lapse data, eliminating the need for excessive memory resources. Our
de-raining network combines encoder-decoder networks with the RsPU, allowing us
to learn and encapsulate diverse rain streak-relevant features as concise
prototypes, employing an attention-based approach. To ensure the effectiveness
of our approach, we propose a feature prototype loss encompassing cohesion and
divergence components. This loss function captures both the compactness and
diversity aspects of the prototypical rain streak features within the RsPU. Our
method evaluates various de-raining benchmarks, accompanied by comprehensive
ablation studies. We show that it can achieve competitive results in various
rain images compared to state-of-the-art methods.",2024-12-27T05:04:56Z,http://arxiv.org/abs/2412.19459v1,"Jaehoon Cho, Minjung Yoo, Jini Yang, Sunok Kim"
"DriveEditor: A Unified 3D Information-Guided Framework for Controllable
  Object Editing in Driving Scenes","Vision-centric autonomous driving systems require diverse data for robust
training and evaluation, which can be augmented by manipulating object
positions and appearances within existing scene captures. While recent
advancements in diffusion models have shown promise in video editing, their
application to object manipulation in driving scenarios remains challenging due
to imprecise positional control and difficulties in preserving high-fidelity
object appearances. To address these challenges in position and appearance
control, we introduce DriveEditor, a diffusion-based framework for object
editing in driving videos. DriveEditor offers a unified framework for
comprehensive object editing operations, including repositioning, replacement,
deletion, and insertion. These diverse manipulations are all achieved through a
shared set of varying inputs, processed by identical position control and
appearance maintenance modules. The position control module projects the given
3D bounding box while preserving depth information and hierarchically injects
it into the diffusion process, enabling precise control over object position
and orientation. The appearance maintenance module preserves consistent
attributes with a single reference image by employing a three-tiered approach:
low-level detail preservation, high-level semantic maintenance, and the
integration of 3D priors from a novel view synthesis model. Extensive
qualitative and quantitative evaluations on the nuScenes dataset demonstrate
DriveEditor's exceptional fidelity and controllability in generating diverse
driving scene edits, as well as its remarkable ability to facilitate downstream
tasks.",2024-12-27T04:49:36Z,http://arxiv.org/abs/2412.19458v1,"Yiyuan Liang, Zhiying Yan, Liqun Chen, Jiahuan Zhou, Luxin Yan, Sheng Zhong, Xu Zou"
"Feature Alignment-Based Knowledge Distillation for Efficient Compression
  of Large Language Models","This study proposes a knowledge distillation algorithm based on large
language models and feature alignment, aiming to effectively transfer the
knowledge of large pre-trained models into lightweight student models, thereby
reducing computational costs while maintaining high model performance.
Different from the traditional soft label distillation method, this method
introduces a multi-layer feature alignment strategy to deeply align the
intermediate features and attention mechanisms of the teacher model and the
student model, maximally retaining the semantic expression ability and context
modeling ability of the teacher model. In terms of method design, a multi-task
loss function is constructed, including feature matching loss, attention
alignment loss, and output distribution matching loss, to ensure multi-level
information transfer through joint optimization. The experiments were
comprehensively evaluated on the GLUE data set and various natural language
processing tasks. The results show that the proposed model performs very close
to the state-of-the-art GPT-4 model in terms of evaluation indicators such as
perplexity, BLEU, ROUGE, and CER. At the same time, it far exceeds baseline
models such as DeBERTa, XLNet, and GPT-3, showing significant performance
improvements and computing efficiency advantages. Research results show that
the feature alignment distillation strategy is an effective model compression
method that can significantly reduce computational overhead and storage
requirements while maintaining model capabilities. Future research can be
further expanded in the directions of self-supervised learning, cross-modal
feature alignment, and multi-task transfer learning to provide more flexible
and efficient solutions for the deployment and optimization of deep learning
models.",2024-12-27T04:37:06Z,http://arxiv.org/abs/2412.19449v1,"Shuo Wang, Chihang Wang, Jia Gao, Zhen Qi, Hongye Zheng, Xiaoxuan Liao"
The Rendezvous Between Extreme Value Theory and Next-generation Networks,"Promising technologies such as massive multiple-input and multiple-output,
reconfigurable intelligent reflecting surfaces, non-terrestrial networks,
millimetre wave communication, ultra-reliable lowlatency communication are
envisioned as the enablers for next-generation (NG) networks. In contrast to
conventional communication systems meeting specific average performance
requirements, NG systems are expected to meet quality-of-service requirements
in extreme scenarios as well. In this regard, extreme value theory (EVT)
provides a powerful framework for the design of communication systems. In this
paper, we provide a comprehensive survey of advances in communication that
utilize EVT to characterize the extreme order statistics of interest. We first
give an overview of the history of EVT and then elaborate on the fundamental
theorems. Subsequently, we discuss different problems of interest in NG
communication systems and how EVT can be utilized for their analysis. We
finally point out the open challenges and future directions of EVT in NG
communication systems.",2024-12-27T04:06:32Z,http://arxiv.org/abs/2412.19438v1,"Srinivas Sagar, Athira Subhash, Chen-Feng Liu, Ahmed Elzanaty, Yazan H. Al-Badarneh, Sheetal Kalyani, Mohamed-Slim Alouini, Mehdi Bennis, Lajos Hanzo"
